adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/xgmRZBt1JMfvsP5dz3wM4lUW1Fc.jpg,[27],8769,en,Christine,"Nerdy high schooler Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",38.41,/bWi3Cjg8gkf5h3xgU91CVtxkjUc.jpg,1983-12-09,Christine,False,6.857,1883
False,/hHwWcz2tcZXbGekTjAEd5xKbHd4.jpg,"[53, 18]",884971,fr,Goliath,Patrick is a tenacious lawyer specializing in environmental law. France is a schoolteacher who becomes an activist after her husband develops cancer from exposure to a pesticide. Mathias is an ambitious lobbyist working for an international chemical corporation. The paths of these characters collide as the lives of thousands are affected by a tragic act that sparks a powerful movement while the corporation fights to prevent the truth from being revealed.,14.015,/o4ZgQIkABKtT0K9Y6XYSqyarmZu.jpg,2022-03-09,Goliath,False,6.856,337
False,/meag1aZB1wffo91pl5KQYTdmg9z.jpg,[35],521777,en,Good Boys,A group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.,54.857,/tximyCXMEnWIIyOy9STkOduUprG.jpg,2019-08-14,Good Boys,False,6.855,1786
False,/bof71DUdBb5FwTylar4rnIVd8z.jpg,"[18, 80]",168672,en,American Hustle,"A conman and his seductive partner are forced to work for a wild FBI agent, who pushes them into a world of Jersey power-brokers and the Mafia.",46.187,/koXGRfatN0tURFWMA0Keb0p0Gtg.jpg,2013-12-03,American Hustle,False,6.856,7084
False,/uXeMfLCsKX4qJLjbPDCmgQelxrQ.jpg,"[18, 35]",110390,sv,En duva satt på en gren och funderade på tillvaron,"An absurdist, surrealistic and shocking pitch-black comedy, which moves freely from nightmare to fantasy to hilariously deadpan humour as it muses on man’s perpetual inhumanity to man.",14.62,/h2uRIr0fNpZbTGH5youi7MDRL2T.jpg,2014-10-24,A Pigeon Sat on a Branch Reflecting on Existence,False,6.856,427
False,/oKGaTHGcveMKUalGLmEIt5CUgNj.jpg,"[12, 18, 28, 53, 10749]",5889,ja,あずみ,"In war-torn Japan, the Tokugawa Shogun, desperate to restore peace to his people, orders the assassination of the hostile warlords. A beautiful young woman is raised from birth with nine other orphans, to become an assassin. Her name is Azumi, the ultimate assassin.",10.783,/3pnMViIDP6whWXnTBq7ibQipSyS.jpg,2003-05-10,Azumi,False,6.856,309
False,/1W1LqrqWoOAlpp0dA5vWfmQTK2Z.jpg,[18],15867,en,Interiors,"When Eve, an interior designer, is deserted by her husband of many years, Arthur, the emotionally glacial relationships of the three grown-up daughters are laid bare. Twisted by jealousy, insecurity and resentment, Renata, a successful writer; Joey, a woman crippled by indecision; and Flyn, a budding actress; struggle to communicate for the sake of their shattered mother. But when their father unexpectedly falls for another woman, his decision to remarry sets in motion a terrible twist of fate…",9.23,/sTPy6Kfa1FRED1eaZdVex8b2MdB.jpg,1978-08-02,Interiors,False,6.855,330
False,/hhCp6ZLDjS5wUHkGg7k3VGvH3Xm.jpg,[18],11873,en,The Color of Money,"Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent.",17.76,/dVdnHmdQu3JtLAAksjTmTEF76gD.jpg,1986-10-17,The Color of Money,False,6.855,1296
False,/29CxkpXnUPQb5Dhk9zfxMByIQqD.jpg,"[35, 10749, 14]",10019,en,Mannequin,"Jonathan Switcher, an unemployed artist, finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed, she springs to life and introduces herself as Emmy, an Egyptian under an ancient spell. Despite interference from the store's devious manager, Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business.",32.846,/oHMA8euTiZdDFXDi5zaIQQXwl0K.jpg,1987-02-13,Mannequin,False,6.855,695
False,/mkyqVN51VswajggvNllSDnVf1Cj.jpg,"[18, 9648, 53]",5279,en,Gosford Park,"In 1930s England, a group of pretentious rich and famous gather together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",16.904,/7r8DeZuaaHCiOEbkqZC6MFmwJ69.jpg,2001-11-07,Gosford Park,False,6.855,1041
False,/vscsDExaKK0oKqrYBze9Tm2oitf.jpg,"[10752, 18, 36]",3683,en,Flags of Our Fathers,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen - John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes - who fought in the battle to take Iwo Jima from the Japanese.",17.707,/2nkPrhf4YIyMFelfe4zdOnGRYz5.jpg,2006-10-18,Flags of Our Fathers,False,6.855,1773
False,/sAiTihJ8bjEqg8nYUIlTQUnVXuj.jpg,"[37, 12, 28]",2023,en,Hidalgo,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...",55.496,/iGzENlBPYJEFWZnye4t3nqWSSp1.jpg,2004-02-04,Hidalgo,False,6.9,1163
False,/5N8LOeRzt7LcZIhPbNVaCsVOPdT.jpg,"[27, 878, 9648]",762504,en,Nope,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",35.995,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,2022-07-20,Nope,False,6.854,3795
False,/bFxGD1TKrJq3Dr5Pjnn739gBhQF.jpg,"[10751, 28, 35]",592834,en,My Spy,"A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",42.258,/n2C6jRK9PtPIs99RQhKtqGlsnsO.jpg,2020-01-09,My Spy,False,6.855,1091
False,/5lWIYxYEqWi8j3ZloxXntw3ImBo.jpg,"[16, 10751, 35, 14]",360920,en,The Grinch,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,80.563,/smxA8yvZ0LzDPer9BIRd4pyOpx1.jpg,2018-11-08,The Grinch,False,6.855,3791
False,/2gR4hjE2atX7rwVm3pxtHKlTSx.jpg,"[35, 10749, 18]",128136,en,My Awkward Sexual Adventure,A hyper-repressed and schlubby accountant (Jonas Chernick) strikes a deal with a worldly but disorganized stripper (Emily Hampshire): he'll help her with her crushing debt if she helps him become a better lover.,10.79,/r5dIFu5i71Ffm0beknmcFyIvfla.jpg,2012-09-11,My Awkward Sexual Adventure,False,6.854,337
False,/aImlff3pHxjpydgiPQiF4cEKxhH.jpg,"[35, 18]",11590,en,Slap Shot,"To build up attendance at their games, the management of a struggling minor-league hockey team signs up the Hanson Brothers, three hard-charging players whose job is to demolish the opposition.",14.444,/k5dvEA7ajd90mf3KrF6m6LnYXOv.jpg,1977-02-25,Slap Shot,False,6.853,357
False,/u5Xd1fhXNX09ZJzgCJX6N3VlvEc.jpg,"[28, 12, 18]",8367,en,Robin Hood: Prince of Thieves,"Nobleman crusader Robin of Locksley breaks out of a Jerusalem prison with the help of Moorish fellow prisoner Azeem and travels back home to England. But upon arrival he discovers his dead father in the ruins of his family estate, killed by the vicious sheriff of Nottingham, Robin and Azeem join forces with outlaws Little John and Will Scarlett to save the kingdom from the sheriff's villainy.",29.964,/hbRnWUNJkKKVN5mkcuC5ooqjE4e.jpg,1991-06-14,Robin Hood: Prince of Thieves,False,6.853,3137
False,/g7DVjfNTeYVbVhmw0nx5TZjZryS.jpg,"[53, 80]",1817,en,Phone Booth,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",35.83,/o9b4cA1USAUXz0oxwWVja7sMNFa.jpg,2003-04-04,Phone Booth,False,6.853,3601
False,/4hU1pC7MGQ7wU9ldkRJYNHK3vgb.jpg,"[9648, 35, 80]",445571,en,Game Night,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",59.485,/85R8LMyn9f2Lev2YPBF8Nughrkv.jpg,2018-02-15,Game Night,False,6.9,5600
False,/1tCxFDexOrMeeyDBHFVjW4ljMgU.jpg,"[18, 36]",402298,en,Denial,"Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel.",11.977,/cJLbcWqV6sKwPpX5uT4xaklTgQz.jpg,2016-09-30,Denial,False,6.852,620
False,/pXWCuKkDiqhwr2M8ouMYKwctdE2.jpg,"[18, 36]",192136,en,Mandela: Long Walk to Freedom,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,11.624,/nzjwDSwLbalv7bCXnFbkAuIxXLx.jpg,2013-11-28,Mandela: Long Walk to Freedom,False,6.852,510
False,/c8kjrMDDKrlpikQTgvNGLBZh5V8.jpg,"[35, 10749]",67660,en,Think Like a Man,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",13.394,/kfIrKVPDzXJDBzPnFEuoatlaZPW.jpg,2012-04-20,Think Like a Man,False,6.852,821
False,/pXWCuKkDiqhwr2M8ouMYKwctdE2.jpg,"[18, 36]",192136,en,Mandela: Long Walk to Freedom,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,11.624,/nzjwDSwLbalv7bCXnFbkAuIxXLx.jpg,2013-11-28,Mandela: Long Walk to Freedom,False,6.852,510
False,/c8kjrMDDKrlpikQTgvNGLBZh5V8.jpg,"[35, 10749]",67660,en,Think Like a Man,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",13.394,/kfIrKVPDzXJDBzPnFEuoatlaZPW.jpg,2012-04-20,Think Like a Man,False,6.852,821
False,/AfMAcS5HmPPRtJ3d9tipXTQV2Xt.jpg,"[12, 10751, 14, 10770]",34205,en,Halloweentown II: Kalabar's Revenge,"The Cromwell clan lives in the real world, except for their grandmother who lives in Halloweentown, a place where monsters go to escape reality. But now the son of the Cromwells' old enemy Kalabar has a plan to use the grandmother's book to turn Halloweentown into a grey dreary version of the real world while transforming the denizens of the real world into monsters.",7.304,/3qaqfK2zmz8T1KubEYs9suim9P2.jpg,2001-10-12,Halloweentown II: Kalabar's Revenge,False,6.852,311
False,/1FpCk6cM3yz6Pxys0J7g7tzXBSk.jpg,[35],10276,en,What About Bob?,"Before going on vacation, self-involved psychiatrist Dr. Leo Marvin has the misfortune of taking on a new patient: Bob Wiley. An exemplar of neediness and a compendium of phobias, Bob follows Marvin to his family's country house. Dr. Marvin tries to get him to leave; the trouble is, everyone loves Bob. As his oblivious patient makes himself at home, Dr. Marvin loses his professional composure and, before long, may be ready for the loony bin himself.",14.044,/q2FCvI3kkumL00uHaTo5PHF5Af.jpg,1991-05-17,What About Bob?,False,6.9,789
False,/hm8Gux0946IfeJ1PZwztOo6lVHH.jpg,"[18, 36, 35, 10751]",450322,en,The Man Who Invented Christmas,"In 1843, despite the fact that Dickens is a successful writer, the failure of his latest book puts his career at a crossroads, until the moment when, struggling with inspiration and confronting reality with his childhood memories, a new character is born in the depths of his troubled mind; an old, lonely, embittered man, so vivid, so human, that a whole world grows around him, a story so inspiring that changed the meaning of Christmas forever.",10.079,/qRkzRue5rTzB6PESXBJCKqROOXC.jpg,2017-10-12,The Man Who Invented Christmas,False,6.851,770
False,/zCHe8ckyufHVUZaoHu2DiF8evET.jpg,"[10751, 10749, 35]",643882,en,The Princess Switch: Switched Again,"When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans.",13.404,/e4qXQXXaVYvHBE3Rx5x3qrmxorB.jpg,2020-11-19,The Princess Switch: Switched Again,False,6.8,843
False,/64jAqTJvrzEwncD3ARZdqYLcqbc.jpg,"[53, 10749, 12]",429300,en,Adrift,"Tami Oldham and Richard Sharp couldn't anticipate that they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope of rescue, Tami must now find the strength and determination to save herself and the only man she has ever loved.",56.092,/5gLDeADaETvwQlQow5szlyuhLbj.jpg,2018-05-31,Adrift,False,6.85,2511
False,/uMDrlSv4QFsRhb3K5VWHWP7ykZO.jpg,"[16, 10751, 12, 14]",13179,en,Tinker Bell,"Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell.""",52.38,/3Ma0r1n8kfH7UaQMS7bJ9KsYUjT.jpg,2008-09-11,Tinker Bell,False,6.85,1353
False,/AnWx27hbrHlx9EafxEAj5Iifyjx.jpg,"[35, 10749, 18, 9648]",9451,en,Election,"Tracy Flick is running unopposed for this year’s high school student election. But Jim McAllister has a different plan. Partly to establish a more democratic election, and partly to satisfy some deep personal anger toward Tracy, Jim talks football player Paul Metzler to run for president as well.",41.182,/fbo0IYzBc32dD5SjFzKIgfp4O4F.jpg,1999-04-23,Election,False,6.85,1006
False,/bokHgo581DnVBbKxoJOwXwN5EdD.jpg,"[16, 14, 878]",8953,ja,スチームボーイ,"After receiving a package from his grandfather, Ray, a young inventor who lives in England during the mid-19th century, finds himself caught in the middle of a deadly conflict related to a revolutionary advance in steam power.",16.701,/qYZUDELDUKYAhEw71ipeCtOFewc.jpg,2004-07-17,Steamboy,False,6.85,402
False,/86TlYSntBzD4pxLNM6U3GoOfGdD.jpg,"[10751, 16, 12, 35]",260514,en,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",134.809,/jJ8TnHvWHaVadW5JJjGYsM07j9i.jpg,2017-06-15,Cars 3,False,6.849,5587
False,/zIwsL0bIScIMu4CV0C3DxWxKFSN.jpg,"[35, 18, 36, 10749]",9026,en,The Importance of Being Earnest,"Two young gentlemen living in 1890s England use the same pseudonym (""Ernest"") on the sly, which is fine until they both fall in love with women using that name, which leads to a comedy of mistaken identities...",10.484,/5GAXuGw1EijfgmlZJgUEOOdV4Za.jpg,2002-05-17,The Importance of Being Earnest,False,6.849,460
False,/67kTU8DU5YZYrBybH4gppqptZK9.jpg,"[27, 9648, 53]",913290,en,Barbarian,"In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway.",65.852,/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg,2022-09-08,Barbarian,False,6.848,2197
False,/a8e4wgXPPjfOviRYE6L3kAXpvwr.jpg,"[53, 80, 27, 9648]",800815,en,The Pale Blue Eye,"West Point, New York, 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out, the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery, the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe.",18.812,/9xkGlFRqrN8btTLU0KQvOfn2PHr.jpg,2022-12-22,The Pale Blue Eye,False,6.848,1719
False,/8TLkiYAUwEXInVCJ3cQVyZXChyZ.jpg,"[28, 53]",717930,en,Kandahar,"After his mission is exposed, an undercover CIA operative stuck deep in hostile territory in Afghanistan must fight his way out, alongside his Afghan translator, to an extraction point in Kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.",118.53,/keT57nO3QcgrxzTKXH9v4hopI8g.jpg,2023-05-25,Kandahar,False,6.844,947
False,/tT3ZdqNFkZEep8GfVaeoVDPmHBg.jpg,"[18, 80]",574436,it,La paranza dei bambini,A gang of teenage boys stalk the streets of Naples armed with hand guns and AK-47s to do their mob bosses' bidding – until they decide to be the bosses themselves.,9.134,/pWRGR6xqgXmODBhlLdxSsYJASTR.jpg,2019-02-14,Piranhas,False,6.848,498
False,/hl9Nd0HQj8632Dc2yZdwxwxdgbh.jpg,"[80, 18]",314402,fr,Dheepan,"Three people who have lost everything, a soldier tired of fighting, a young woman and a little girl, pose as a family to escape the civil war in Sri Lanka. They emigrate to France and settle in a chaotic neighborhood on the outskirts of Paris, where apparently the law no longer exists; but they, who barely know each other, struggle to survive there, even when the ghosts of war begin to haunt them again.",10.043,/qNMjRNrIzvljInNLf3aLYZI3Ih4.jpg,2015-08-26,Dheepan,False,6.848,451
False,/cvYNTHNw63ljSQCRMq2GxdjzoZQ.jpg,"[53, 18]",50839,en,Margin Call,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,44.123,/pgMIdInSIGw0uSory7yEBFGrvIS.jpg,2011-02-11,Margin Call,False,6.849,1713
False,/ppf18IfACeWmkObqyjrhmNiL6G4.jpg,"[18, 10749, 878]",42188,en,Never Let Me Go,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",14.864,/8F0r5ng9Fp60OhzQfR5v33fppq.jpg,2010-03-18,Never Let Me Go,False,6.848,2217
False,/fC6GAWovX4XJl5lBhKG27qsnIeE.jpg,"[10402, 16, 35, 10751]",34463,en,Three Little Pigs,"The two pigs building houses of hay and sticks scoff at their brother, building the brick house. But when the wolf comes around and blows their houses down (after trickery like dressing as a foundling sheep fails), they run to their brother's house. And throughout, they sing the classic song, ""Who's Afraid of the Big Bad Wolf?"".",8.49,/aPmSY3y4A2xMSkF24tdIfDQNKJy.jpg,1933-05-27,Three Little Pigs,False,6.848,375
False,/iQoGzaGqJ8dbTuLhPLODn57GS0L.jpg,"[18, 10749]",1833,en,Rent,"This rock opera tells the story of one year in the life of a group of bohemians struggling in late 1980s East Village, New York, USA. The film centers around Mark and Roger, two roommates. While a  tragedy has made Roger numb to new experiences, Mark begins capturing their world through his attempts to make a personal movie. In the year that follows, they and their friends deal with love, loss, and working together.",52.192,/fomBrfOHWxlaVcjPk4yCQgIwAnh.jpg,2005-11-17,Rent,False,6.8,537
False,/cQIusqAdSz0AMGSpHGHQkD6iStR.jpg,"[18, 35, 10749]",522098,en,Babyteeth,A terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.,19.031,/aINpljdt3VVMrCLtJW4BektwYOp.jpg,2020-06-15,Babyteeth,False,6.847,329
False,/6Ks5F73mhfjlKwIFMS9rPnV85yt.jpg,"[35, 18]",152737,en,August: Osage County,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",21.556,/fvjxr77dfxdIOY3lvj0bHP4B5xT.jpg,2013-12-26,August: Osage County,False,6.847,1432
False,/uMDrlSv4QFsRhb3K5VWHWP7ykZO.jpg,"[16, 10751, 12, 14]",13179,en,Tinker Bell,"Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell.""",52.38,/3Ma0r1n8kfH7UaQMS7bJ9KsYUjT.jpg,2008-09-11,Tinker Bell,False,6.85,1353
